Response ID,Timeline Used Value,Timeline Used Value Decrypted,Timeline Type (TimelinesUsed),Timeline Type (User Entry),Video Name,(Original Answer) 1. I think that I would like to use this UI frequently,(Original Answer) 2. I found the UI unnecessarily complex,(Original Answer) 3. I thought the UI was easy to use,(Original Answer) 4. I think that I would need the support of a technical person to be able to use this UI,(Original Answer) 5. I found the various functions in this UI were well integrated,(Original Answer) 6. I thought there was too much inconsistency in this UI,(Original Answer) 7. I would imagine that most people would learn to use this UI very quickly,(Original Answer) 8. I found the UI very cumbersome to use,(Original Answer) 9. I felt very confident using the UI,(Original Answer) 10. I needed to learn a lot of things before I could get going with this UI,(Adjusted Answer) 1. I think that I would like to use this UI frequently,(Adjusted Answer) 2. I found the UI unnecessarily complex,(Adjusted Answer) 3. I thought the UI was easy to use,(Adjusted Answer) 4. I think that I would need the support of a technical person to be able to use this UI,(Adjusted Answer) 5. I found the various functions in this UI were well integrated,(Adjusted Answer) 6. I thought there was too much inconsistency in this UI,(Adjusted Answer) 7. I would imagine that most people would learn to use this UI very quickly,(Adjusted Answer) 8. I found the UI very cumbersome to use,(Adjusted Answer) 9. I felt very confident using the UI,(Adjusted Answer) 10. I needed to learn a lot of things before I could get going with this UI,Adjusted Answer Sum,SUS Score
148053790, 69492, 124, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 5, 2, 5, 2, 5, 2, 5, 2, 4, 2, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 34, 85.0
148053790, 70613, 1245, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), VIRAT_S_0500, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 75.0
147916593, 69713, 345, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 5, 1, 4, 2, 4, 3, 4, 2, 4, 2, 4, 4, 3, 3, 3, 2, 3, 3, 3, 3, 31, 77.5
147916593, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 4, 1, 5, 1, 5, 2, 4, 2, 4, 2, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 34, 85.0
147916593, 72819, 3451, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 2, 1, 4, 1, 3, 3, 5, 4, 4, 1, 1, 4, 3, 4, 2, 2, 4, 1, 3, 4, 28, 70.0
147916593, 69402, 34, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 4, 2, 4, 2, 4, 2, 4, 1, 4, 1, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 32, 80.0
147916593, 103880, 34512, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 30, 75.0
147914321, 69410, 42, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0002, 2, 2, 4, 4, 4, 1, 2, 3, 4, 2, 1, 3, 3, 1, 3, 4, 1, 2, 3, 3, 24, 60.0
147914321, 69793, 425, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 5, 2, 3, 4, 5, 1, 3, 1, 4, 2, 4, 3, 2, 1, 4, 4, 2, 4, 3, 3, 30, 75.0
147914321, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 4, 3, 3, 4, 4, 2, 3, 3, 4, 2, 3, 2, 2, 1, 3, 3, 2, 2, 3, 3, 24, 60.0
147914321, 73619, 4251, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0400, 4, 1, 4, 1, 3, 1, 5, 4, 5, 1, 3, 4, 3, 4, 2, 4, 4, 1, 4, 4, 33, 82.5
147914321, 111881, 42513, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0500, 5, 2, 4, 3, 5, 1, 4, 2, 5, 2, 4, 3, 3, 2, 4, 4, 3, 3, 4, 3, 33, 82.5
147906122, 69421, 53, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 4, 4, 3, 3, 3, 3, 4, 4, 3, 5, 3, 1, 2, 2, 2, 2, 3, 1, 2, 0, 18, 45.0
147906122, 69900, 532, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0100, 2, 3, 2, 4, 3, 3, 3, 4, 3, 5, 1, 2, 1, 1, 2, 2, 2, 1, 2, 0, 14, 35.0
147906122, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 5, 3, 5, 3, 5, 3, 4, 3, 5, 5, 4, 2, 4, 2, 4, 2, 3, 2, 4, 0, 27, 67.5
147906122, 74692, 5324, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 5, 3, 5, 4, 5, 3, 4, 3, 5, 5, 4, 2, 4, 1, 4, 2, 3, 2, 4, 0, 26, 65.0
147906122, 122609, 53241, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 4, 3, 4, 3, 2, 3, 4, 3, 4, 4, 3, 2, 3, 2, 1, 2, 3, 2, 3, 1, 22, 55.0
147842712, 121682, 52314, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 2, 4, 2, 2, 4, 2, 2, 4, 2, 4, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 16, 40.0
147842712, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 3, 2, 4, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 1, 3, 1, 3, 1, 2, 22, 55.0
147842712, 69891, 523, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), VIRAT_S_0102, 2, 4, 2, 2, 3, 2, 4, 4, 3, 2, 1, 1, 1, 3, 2, 3, 3, 1, 2, 3, 20, 50.0
147842712, 74599, 5231, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0400, 4, 1, 4, 2, 4, 2, 5, 4, 4, 1, 3, 4, 3, 3, 3, 3, 4, 1, 3, 4, 31, 77.5
147842712, 69420, 52, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 4, 2, 4, 2, 4, 2, 4, 1, 4, 1, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 32, 80.0
147753370, 73889, 4521, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 2, 2, 4, 1, 3, 3, 4, 5, 5, 1, 1, 3, 3, 4, 2, 2, 3, 0, 4, 4, 26, 65.0
147753370, 69820, 452, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0100, 3, 2, 3, 2, 4, 3, 3, 4, 4, 2, 2, 3, 2, 3, 3, 2, 2, 1, 3, 3, 24, 60.0
147753370, 114581, 45213, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 4, 1, 4, 1, 4, 1, 4, 1, 4, 1, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 35, 87.5
147753370, 69372, 4, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 4, 3, 3, 3, 4, 2, 3, 2, 3, 4, 3, 2, 2, 2, 3, 3, 2, 3, 2, 1, 23, 57.5
147753370, 69413, 45, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0500, 4, 2, 4, 2, 5, 1, 5, 2, 5, 1, 3, 3, 3, 3, 4, 4, 4, 3, 4, 4, 35, 87.5
147752820, 74709, 5341, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 2, 3, 1, 5, 2, 3, 3, 4, 2, 1, 1, 2, 0, 0, 1, 2, 2, 1, 1, 4, 14, 35.0
147752820, 122780, 53412, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0100, 2, 4, 2, 4, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 4, 18, 45.0
147752820, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 4, 2, 4, 3, 5, 2, 4, 2, 4, 1, 3, 3, 3, 2, 4, 3, 3, 3, 3, 4, 31, 77.5
147752820, 69421, 53, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0400, 3, 2, 4, 3, 5, 2, 4, 2, 4, 1, 2, 3, 3, 2, 4, 3, 3, 3, 3, 4, 30, 75.0
147752820, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 4, 2, 4, 3, 4, 2, 4, 2, 4, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 30, 75.0
147653631, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 3, 1, 5, 1, 3, 1, 5, 5, 5, 1, 2, 4, 4, 4, 2, 4, 4, 0, 4, 4, 32, 80.0
147653631, 69381, 13, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 4, 1, 5, 1, 3, 4, 4, 1, 5, 1, 3, 4, 4, 4, 2, 1, 3, 4, 4, 4, 33, 82.5
147653631, 69503, 135, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 100.0
147653631, 70720, 1352, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 4, 1, 5, 1, 4, 1, 2, 4, 5, 1, 3, 4, 4, 4, 3, 4, 1, 1, 4, 4, 32, 80.0
147653631, 82892, 13524, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 100.0
147558243, 82820, 13452, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0002, 1, 3, 1, 2, 2, 3, 3, 5, 2, 3, 0, 2, 0, 3, 1, 2, 2, 0, 1, 2, 13, 32.5
147558243, 70713, 1345, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 5, 3, 4, 2, 4, 3, 4, 3, 4, 1, 4, 2, 3, 3, 3, 2, 3, 2, 3, 4, 29, 72.5
147558243, 69381, 13, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0102, 2, 4, 3, 2, 2, 3, 4, 5, 2, 1, 1, 1, 2, 3, 1, 2, 3, 0, 1, 4, 18, 45.0
147558243, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0400, 5, 2, 4, 1, 4, 2, 4, 3, 4, 1, 4, 3, 3, 4, 3, 3, 3, 2, 3, 4, 32, 80.0
147558243, 69502, 134, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 4, 2, 4, 2, 3, 2, 3, 3, 4, 2, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 27, 67.5
147494993, 81902, 12534, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 2, 1, 3, 1, 2, 2, 2, 1, 3, 1, 18, 45.0
147494993, 69369, 1, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), VIRAT_S_0100, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 20, 50.0
147494993, 70621, 1253, Timeline 3 (Event Blocks), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 3, 3, 3, 2, 2, 4, 4, 4, 5, 5, 2, 2, 2, 3, 1, 1, 3, 1, 4, 0, 19, 47.5
147494993, 69380, 12, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 1, 3, 1, 3, 1, 2, 2, 2, 2, 19, 47.5
147494993, 69493, 125, Timeline 5 (Event Thumbnails), Timeline 2 (Density Graph), VIRAT_S_0500, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 1, 3, 1, 2, 2, 1, 3, 1, 3, 1, 18, 45.0
147430481, 69381, 13, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 4, 2, 5, 1, 3, 3, 3, 3, 4, 1, 3, 3, 4, 4, 2, 2, 2, 2, 3, 4, 29, 72.5
147430481, 69502, 134, Timeline 4 (Density Graph + Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 4, 2, 2, 3, 3, 2, 3, 3, 2, 1, 3, 3, 1, 2, 2, 3, 2, 2, 1, 4, 23, 57.5
147430481, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 4, 2, 5, 1, 4, 2, 4, 3, 4, 2, 3, 3, 4, 4, 3, 3, 3, 2, 3, 3, 31, 77.5
147430481, 70710, 1342, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0400, 2, 4, 2, 3, 4, 3, 4, 2, 2, 1, 1, 1, 1, 2, 3, 2, 3, 3, 1, 4, 21, 52.5
147430481, 82793, 13425, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0500, 2, 4, 3, 3, 2, 3, 2, 3, 3, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 4, 18, 45.0
147340531, 69403, 35, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0002, 3, 3, 3, 2, 4, 2, 4, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 26, 65.0
147340531, 69719, 351, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0100, 2, 2, 3, 2, 4, 2, 4, 4, 3, 2, 1, 3, 2, 3, 3, 3, 3, 1, 2, 3, 24, 60.0
147340531, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0102, 3, 3, 4, 2, 4, 2, 4, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 27, 67.5
147340531, 72882, 3514, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 3, 3, 4, 2, 4, 2, 4, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 27, 67.5
147340531, 104510, 35142, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 3, 2, 4, 2, 4, 2, 4, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 28, 70.0
147328880, 69370, 2, Timeline 2 (Density Graph), Timeline 3 (Event Blocks), VIRAT_S_0002, 4, 2, 4, 2, 4, 2, 5, 1, 3, 2, 3, 3, 3, 3, 3, 3, 4, 4, 2, 3, 31, 77.5
147328880, 69611, 243, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0100, 5, 2, 4, 1, 5, 2, 4, 2, 4, 2, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 33, 82.5
147328880, 93719, 24351, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 2, 2, 4, 2, 2, 2, 4, 2, 2, 2, 1, 3, 3, 3, 1, 3, 3, 3, 1, 3, 24, 60.0
147328880, 71803, 2435, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0400, 4, 2, 4, 2, 5, 2, 4, 2, 4, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 31, 77.5
147328880, 69392, 24, Timeline 4 (Density Graph + Event Blocks), Timeline 5 (Event Thumbnails), VIRAT_S_0500, 4, 2, 4, 2, 5, 2, 4, 2, 4, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 31, 77.5
147308681, 69419, 51, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 2, 2, 2, 2, 4, 2, 4, 3, 4, 1, 1, 3, 1, 3, 3, 3, 3, 2, 3, 4, 26, 65.0
147308681, 69881, 513, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 3, 3, 4, 2, 2, 1, 4, 2, 3, 2, 2, 2, 3, 3, 1, 4, 3, 3, 2, 3, 26, 65.0
147308681, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0102, 4, 2, 4, 3, 4, 2, 4, 2, 4, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 28, 70.0
147308681, 74502, 5134, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 4, 2, 4, 2, 4, 2, 4, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 29, 72.5
147308681, 120710, 51342, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 2, 3, 2, 2, 3, 2, 4, 3, 4, 2, 1, 2, 1, 3, 2, 3, 3, 2, 3, 3, 23, 57.5
147307347, 84800, 15432, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0002, 3, 3, 4, 3, 4, 4, 3, 3, 2, 3, 2, 2, 3, 2, 3, 1, 2, 2, 1, 2, 20, 50.0
147307347, 70911, 1543, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 1, 3, 3, 4, 4, 3, 4, 2, 3, 3, 0, 2, 2, 1, 3, 2, 3, 3, 2, 2, 20, 50.0
147307347, 69522, 154, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 1, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 2, 2, 1, 2, 2, 2, 2, 2, 2, 17, 42.5
147307347, 69383, 15, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0400, 1, 4, 1, 1, 4, 2, 4, 4, 2, 4, 0, 1, 0, 4, 3, 3, 3, 1, 1, 1, 17, 42.5
147307347, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 2, 4, 1, 4, 2, 3, 2, 4, 2, 4, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 10, 25.0
147183355, 69689, 321, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 1, 3, 3, 2, 1, 3, 3, 1, 3, 2, 0, 2, 2, 3, 0, 2, 2, 4, 2, 3, 20, 50.0
147183355, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 5, 1, 5, 1, 4, 1, 4, 1, 5, 1, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 38, 95.0
147183355, 69400, 32, Timeline 2 (Density Graph), Timeline 1 (Base Interface), VIRAT_S_0102, 3, 2, 3, 1, 2, 3, 3, 5, 4, 2, 2, 3, 2, 4, 1, 2, 2, 0, 3, 3, 22, 55.0
147183355, 101513, 32145, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0400, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 100.0
147183355, 72582, 3214, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0500, 5, 1, 5, 1, 4, 1, 5, 1, 5, 1, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 39, 97.5
147051997, 69392, 24, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0002, 3, 3, 4, 2, 3, 3, 3, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 24, 60.0
147051997, 69613, 245, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 3, 3, 4, 2, 3, 2, 4, 2, 4, 1, 2, 2, 3, 3, 2, 3, 3, 3, 3, 4, 28, 70.0
147051997, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0102, 4, 2, 4, 1, 4, 2, 4, 2, 4, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 32, 80.0
147051997, 71821, 2453, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0400, 3, 2, 5, 1, 5, 2, 4, 2, 4, 1, 2, 3, 4, 4, 4, 3, 3, 3, 3, 4, 33, 82.5
147051997, 93899, 24531, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 2, 3, 4, 2, 3, 3, 4, 5, 3, 1, 1, 2, 3, 3, 2, 2, 3, 0, 2, 4, 22, 55.0
147004721, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0002, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
147004721, 70713, 1345, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
147004721, 69381, 13, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
147004721, 69502, 134, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
147004721, 82820, 13452, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 20, 50.0
147001785, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0002, 2, 3, 3, 2, 3, 3, 2, 4, 2, 4, 1, 2, 2, 3, 2, 2, 1, 1, 1, 1, 16, 40.0
147001785, 69581, 213, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 3, 3, 3, 2, 3, 2, 3, 2, 4, 2, 2, 2, 2, 3, 2, 3, 2, 3, 3, 3, 25, 62.5
147001785, 90722, 21354, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0102, 4, 2, 4, 2, 4, 2, 3, 2, 4, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 28, 70.0
147001785, 71503, 2135, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0400, 3, 2, 4, 2, 4, 2, 4, 2, 4, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 28, 70.0
147001785, 69389, 21, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 3, 2, 4, 1, 4, 2, 4, 2, 4, 2, 2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 30, 75.0
146975493, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0002, 3, 1, 5, 1, 4, 1, 5, 1, 5, 1, 2, 4, 4, 4, 3, 4, 4, 4, 4, 4, 37, 92.5
146975493, 69581, 213, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0100, 2, 4, 3, 3, 1, 3, 3, 4, 4, 2, 1, 1, 2, 2, 0, 2, 2, 1, 3, 3, 17, 42.5
146975493, 69389, 21, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0102, 4, 1, 5, 1, 4, 1, 4, 1, 4, 1, 3, 4, 4, 4, 3, 4, 3, 4, 3, 4, 36, 90.0
146975493, 90722, 21354, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 4, 2, 4, 1, 4, 1, 4, 1, 4, 1, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 34, 85.0
146975493, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0500, 4, 2, 4, 1, 4, 1, 4, 1, 4, 1, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 34, 85.0
146975491, 71781, 2413, Timeline 3 (Event Blocks), Timeline 1 (Base Interface), VIRAT_S_0002, 2, 2, 4, 2, 4, 2, 4, 2, 3, 2, 1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 27, 67.5
146975491, 69370, 2, Timeline 2 (Density Graph), Timeline 3 (Event Blocks), VIRAT_S_0100, 2, 1, 4, 2, 4, 2, 4, 2, 3, 2, 1, 4, 3, 3, 3, 3, 3, 3, 2, 3, 28, 70.0
146975491, 93503, 24135, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), VIRAT_S_0102, 2, 4, 2, 4, 2, 4, 2, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 13, 32.5
146975491, 69392, 24, Timeline 4 (Density Graph + Event Blocks), Timeline 2 (Density Graph), VIRAT_S_0400, 4, 2, 4, 2, 4, 2, 4, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 29, 72.5
146975491, 69609, 241, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 2, 2, 4, 2, 4, 2, 4, 2, 3, 2, 1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 27, 67.5
146972571, 69420, 52, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0002, 2, 4, 2, 2, 2, 5, 2, 4, 1, 2, 1, 1, 1, 3, 1, 0, 1, 1, 0, 3, 12, 30.0
146972571, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), VIRAT_S_0100, 4, 1, 4, 2, 5, 1, 5, 1, 5, 2, 3, 4, 3, 3, 4, 4, 4, 4, 4, 3, 36, 90.0
146972571, 74581, 5213, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), VIRAT_S_0102, 4, 2, 4, 2, 4, 2, 2, 4, 4, 2, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 26, 65.0
146972571, 121502, 52134, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), VIRAT_S_0400, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 100.0
146972571, 69889, 521, Timeline 1 (Base Interface), Timeline 1 (Base Interface), VIRAT_S_0500, 1, 4, 1, 5, 1, 5, 1, 5, 1, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2.5
146948076, 69370, 2, Timeline 2 (Density Graph), Timeline 2 (Density Graph), VIRAT_S_0002, 1, 1, 5, 1, 1, 1, 5, 4, 2, 3, 0, 4, 4, 4, 0, 4, 4, 1, 1, 2, 24, 60.0
