Response ID, Timeline Used Value, Timeline Used Value Decrypted, Timeline Type (TimelinesUsed), Timeline Type (User Entry), First Click Time (Seconds), Last Click Time (Seconds), Time Between First and Last Click (Seconds), Question, Video Number, Their Answer, Correct Answer, Is Correct
148191331, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 2, 182, 180, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True
148191331, 69369, 1, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 2, 182, 180, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 22:00 – 23:00, 22:00 – 23:00, True
148191331, 81722, 12354, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 2, 129, 127, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True
148191331, 81722, 12354, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 2, 129, 127, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 50:00 – 51:00, 50:00 – 51:00, True
148191331, 70603, 1235, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 1, 160, 159, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True
148191331, 70603, 1235, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 1, 160, 159, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True
148121549, 69520, 152, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), 17, 111, 94, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 2, Car 1, False
148121549, 69520, 152, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), 17, 111, 94, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 16:00 – 18:00, 43:00 – 45:00, False
148121549, 84611, 15243, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), 12, 140, 128, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than twelve minutes, Less than two minutes, False
148121549, 84611, 15243, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), 12, 140, 128, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 29:20 – 29:30, 48:20 – 48:30, False
148121549, 70892, 1524, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 10, 98, 88, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True
148121549, 70892, 1524, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 10, 98, 88, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 19:00 – 20:00, 22:00 – 23:00, False
148121549, 69383, 15, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 12, 113, 101, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About twelve minutes, About six minutes, False
148121549, 69383, 15, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 12, 113, 101, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 40:00 – 41:00, 50:00 – 51:00, False
148121549, 69369, 1, Timeline 1 (Base Interface), Timeline 4 (Density Graph + Event Blocks), 14, 109, 95, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 3:1:2, 2:1:3, False
148121549, 69369, 1, Timeline 1 (Base Interface), Timeline 4 (Density Graph + Event Blocks), 14, 109, 95, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, An orange construction traffic barrel (cylinder-shaped sign), A slow-down sign, False
148121544, 69582, 214, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 18, 129, 111, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 5, Car 1, False
148121544, 69582, 214, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 18, 129, 111, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 13:00 – 15:00, 43:00 – 45:00, False
148121544, 69370, 2, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), 17, 128, 111, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than fourteen minutes, Less than two minutes, False
148121544, 69370, 2, Timeline 2 (Density Graph), Timeline 4 (Density Graph + Event Blocks), 17, 128, 111, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 38:20 – 38:30, 48:20 – 48:30, False
148121544, 90821, 21453, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), 16, 157, 141, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True
148121544, 90821, 21453, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), 16, 157, 141, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 40:00 – 41:00, 22:00 – 23:00, False
148121544, 71513, 2145, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 16, 116, 100, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About twenty minutes, About six minutes, False
148121544, 71513, 2145, Timeline 5 (Event Thumbnails), Timeline 4 (Density Graph + Event Blocks), 16, 116, 100, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 55:00 – 56:00, 50:00 – 51:00, False
148121544, 69389, 21, Timeline 1 (Base Interface), Timeline 5 (Event Thumbnails), 21, 134, 113, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 2:1:3, 2:1:3, True
148121544, 69389, 21, Timeline 1 (Base Interface), Timeline 5 (Event Thumbnails), 21, 134, 113, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True
148121371, 101909, 32541, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), 1, 84, 83, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 3, Car 1, False
148121371, 101909, 32541, Timeline 1 (Base Interface), Timeline 3 (Event Blocks), 1, 84, 83, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True
148121371, 69400, 32, Timeline 2 (Density Graph), Timeline 3 (Event Blocks), 11, 100, 89, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than two minutes, Less than two minutes, True
148121371, 69400, 32, Timeline 2 (Density Graph), Timeline 3 (Event Blocks), 11, 100, 89, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 49:20 – 49:30, 48:20 – 48:30, False
148121371, 72622, 3254, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 9, 240, 231, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About three minutes, About four minutes, False
148121371, 72622, 3254, Timeline 4 (Density Graph + Event Blocks), Timeline 4 (Density Graph + Event Blocks), 9, 240, 231, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 20:00 – 21:00, 22:00 – 23:00, False
148121371, 69693, 325, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 13, 106, 93, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About six minutes, About six minutes, True
148121371, 69693, 325, Timeline 5 (Event Thumbnails), Timeline 5 (Event Thumbnails), 13, 106, 93, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 55:00 – 56:00, 50:00 – 51:00, False
148121371, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 25, 127, 102, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 3:1:2, 2:1:3, False
148121371, 69371, 3, Timeline 3 (Event Blocks), Timeline 3 (Event Blocks), 25, 127, 102, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A safety helmet, A slow-down sign, False
148121369, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 2 (Density Graph), 28, 148, 120, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 4, Car 1, False
148121369, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 2 (Density Graph), 28, 148, 120, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True
148121369, 74709, 5341, Timeline 1 (Base Interface), Timeline 5 (Event Thumbnails), 15, 256, 241, Task: How long do these two people stay in the building?, VIRAT_S_0100, Less than sixteen minutes, Less than two minutes, False
148121369, 74709, 5341, Timeline 1 (Base Interface), Timeline 5 (Event Thumbnails), 15, 256, 241, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0100, 47:20 – 47:30, 48:20 – 48:30, False
148121369, 69421, 53, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), 23, 124, 101, Task: How long does this CHICANO employee take a break for?, VIRAT_S_0102, About four minutes, About four minutes, True
148121369, 69421, 53, Timeline 3 (Event Blocks), Timeline 4 (Density Graph + Event Blocks), 23, 124, 101, Task: During which timeframe does the owner of this golf cart return and drive away?, VIRAT_S_0102, 20:00 – 21:00, 22:00 – 23:00, False
148121369, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 5 (Event Thumbnails), 17, 123, 106, Task: How long does the blue pickup truck remain parked after two men in white shirts begin unloading objects from the trunk of the blue pickup truck?, VIRAT_S_0400, About twelve minutes, About six minutes, False
148121369, 69902, 534, Timeline 4 (Density Graph + Event Blocks), Timeline 5 (Event Thumbnails), 17, 123, 106, Task: During which timeframe does a couple run across the screen starting from this house carrying a pizza?, VIRAT_S_0400, 10:00 – 11:00, 50:00 – 51:00, False
148121369, 122780, 53412, Timeline 2 (Density Graph), Timeline 5 (Event Thumbnails), 21, 119, 98, Task: Order the following three events: - A person carrying a backpack rode a bike on the pedestrian sidewalk.:A person wearing pants ran to catch the green light while crossing the street.:A construction worker waved their hands to their colleagues., VIRAT_S_0500, 3:1:2, 2:1:3, False
148121369, 122780, 53412, Timeline 2 (Density Graph), Timeline 5 (Event Thumbnails), 21, 119, 98, Task: What is the object unloaded from the white truck with a flatboard trailer?, VIRAT_S_0500, A slow-down sign, A slow-down sign, True
148088832, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), 114, 325, 211, Task: The driver of this car gets out of the car and has a conversation with another person.What is the car that the other person gets into later?, VIRAT_S_0002, Car 1, Car 1, True
148088832, 69373, 5, Timeline 5 (Event Thumbnails), Timeline 3 (Event Blocks), 114, 325, 211, Task: During which timeframe do you see this man unloading a blue shoulder bag from his car?, VIRAT_S_0002, 43:00 – 45:00, 43:00 – 45:00, True
148088832, 123689, 54321, Timeline 1 (Base Interface), Timeline 1 (Base Interface), 90, 185, 95, Task: How long do these two people stay in the building?, VIRAT_S_0100, I could not find the answer within five minutes., Less than two minutes, False
